iterCount,cost
20,655.0442766833764
19,703.7876353094891
17,718.369787837542
16,739.0757521091982
18,762.9446626966815
14,811.7221746485797
15,850.5255785382029
13,908.0611205083069
12,1015.8169273061101
11,1118.5785503630723
10,1215.4818804295144
9,1245.935778281181
7,1523.0482297809158
8,1746.1472671437484
6,1746.9985972042703
5,2421.139597232101
4,2675.453490134241
3,3096.7360660717477
2,3480.2249306198282
